created_time,RequestID,priority,requester,category,sub_category,subject,request_status,resolved_time,resolution_hours,severity,est_per_day_cost_usd
2025-04-19 23:58:00,SR-1968515,Priority 4,Neha Verma,Finance,Expense Claim,Expense Claim issue reported by Neha Verma,Closed,2025-04-24 17:31:00,113.55,Medium,3000
2025-02-15 15:56:00,INC-1921888,Priority 4,Priya Khan,Facilities,Seating,Seating issue reported by Priya Khan,Closed,2025-02-17 15:32:00,47.6,Medium,3000
2025-07-27 08:48:00,SR-1928289,Priority 1,Ravi Dubey,ACCOPS,Token Reset,Token Reset issue reported by Ravi Dubey,Open,,,Low,500
2025-05-04 03:02:00,SR-1926184,Priority 1,Anjali Dubey,Facilities,Transport,Transport issue reported by Anjali Dubey,Closed,2025-05-06 21:35:00,66.55,High,3000
2025-04-06 08:56:00,SR-1938259,Priority 1,Alfarhan Demilian,HR,Payroll,Payroll issue reported by Alfarhan Demilian,In Progress,,,High,1000
2025-05-14 08:31:00,INC-1939698,Priority 4,Ravi Verma,HR,Payroll,Payroll issue reported by Ravi Verma,In Progress,,,Low,1000
2025-04-03 11:10:00,INC-1938686,Priority 3,Fatima Sharma,Facilities,Seating,Seating issue reported by Fatima Sharma,Closed,2025-04-06 22:25:36,83.26,Critical,3000
2025-04-17 12:08:00,INC-1943533,Priority 4,George Dubey,Finance,Expense Claim,Expense Claim issue reported by George Dubey,Closed,2025-04-21 11:01:24,94.89,Critical,3000
2025-05-12 12:12:00,SR-1987034,Priority 2,Ravi Dubey,ACCOPS,VPN,VPN issue reported by Ravi Dubey,In Progress,,,Critical,5000
2025-03-10 17:57:00,SR-1993153,Priority 2,Alfarhan Fernandes,ACCOPS,VPN,VPN issue reported by Alfarhan Fernandes,Open,,,Critical,500
2025-02-26 23:22:00,SR-1923775,Priority 1,George Singh,ACCOPS,Account Access,Account Access issue reported by George Singh,In Progress,,,Low,1000
2025-06-30 10:00:00,INC-1910549,Priority 2,Alfarhan Sharma,ACCOPS,Account Access,Account Access issue reported by Alfarhan Sharma,Pending,,,Low,200
2025-05-13 17:19:00,SR-1987268,Priority 4,Sadhana Fernandes,Network,Bandwidth,Bandwidth issue reported by Sadhana Fernandes,Open,,,Medium,5000
2025-04-12 06:02:00,INC-1930504,Priority 2,Neha Sharma,Network,Bandwidth,Bandwidth issue reported by Neha Sharma,In Progress,,,High,10000
2025-04-21 08:47:00,SR-1999182,Priority 1,Anjali Iyer,Network,Firewall,Firewall issue reported by Anjali Iyer,Pending,,,Low,500
2025-02-17 21:55:00,SR-1913263,Priority 2,Neha Demilian,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Demilian,Closed,2025-02-20 17:45:24,67.84,High,3000
2025-05-02 16:14:00,SR-1932517,Priority 1,Kunal Verma,Network,Bandwidth,Bandwidth issue reported by Kunal Verma,Open,,,Critical,10000
2025-07-25 01:03:00,INC-1900485,Priority 1,Ravi Singh,Facilities,Cafeteria,Cafeteria issue reported by Ravi Singh,In Progress,,,Critical,1000
2025-03-24 15:54:00,INC-1917977,Priority 4,Fatima Singh,Finance,Invoice,Invoice issue reported by Fatima Singh,In Progress,,,High,5000
2025-03-02 00:46:00,SR-1935093,Priority 2,Priya Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Fernandes,Open,,,Critical,500
2025-02-14 18:05:00,SR-1943023,Priority 1,Fatima Fernandes,Network,Bandwidth,Bandwidth issue reported by Fatima Fernandes,Pending,,,Medium,10000
2025-02-14 19:08:00,SR-1978973,Priority 2,Alfarhan Patel,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Patel,Closed,2025-02-16 02:18:48,31.18,Critical,5000
2025-02-15 08:50:00,INC-1923490,Priority 1,Priya Verma,Network,Firewall,Firewall issue reported by Priya Verma,Pending,,,Critical,200
2025-05-01 11:41:00,SR-1947668,Priority 4,Sadhana Sharma,ACCOPS,Account Access,Account Access issue reported by Sadhana Sharma,Pending,,,Critical,1000
2025-06-12 16:10:00,INC-1956114,Priority 1,David Dubey,Facilities,Transport,Transport issue reported by David Dubey,Pending,,,Medium,5000
2025-06-30 18:30:00,INC-1923559,Priority 1,Sadhana Patel,Finance,Budget Request,Budget Request issue reported by Sadhana Patel,Closed,2025-06-30 20:05:24,1.59,Medium,1000
2025-03-30 17:21:00,INC-1970244,Priority 1,George Khan,IT Support,Email Access,Email Access issue reported by George Khan,Closed,2025-04-04 01:39:00,104.3,High,10000
2025-06-29 03:13:00,SR-1909826,Priority 2,Priya Fernandes,Facilities,Transport,Transport issue reported by Priya Fernandes,Open,,,Medium,3000
2025-05-26 05:30:00,SR-1905635,Priority 2,Priya Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Priya Khan,In Progress,,,Low,3000
2025-05-11 15:59:00,INC-1915778,Priority 3,Alfarhan Wilson,ACCOPS,Token Reset,Token Reset issue reported by Alfarhan Wilson,Pending,,,Low,200
2025-03-30 08:52:00,SR-1987322,Priority 3,Fatima Dubey,HR,Payroll,Payroll issue reported by Fatima Dubey,Pending,,,Medium,1000
2025-02-03 17:38:00,INC-1933733,Priority 4,Neha Fernandes,Facilities,Seating,Seating issue reported by Neha Fernandes,Open,,,High,5000
2025-02-06 00:28:00,INC-1939233,Priority 3,Neha Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Khan,Pending,,,Medium,5000
2025-02-11 10:09:00,SR-1918866,Priority 3,George Fernandes,HR,Leave Policy,Leave Policy issue reported by George Fernandes,Pending,,,Low,500
2025-05-27 03:14:00,SR-1962154,Priority 4,Kunal Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Khan,Closed,2025-06-01 00:48:48,117.58,Critical,10000
2025-05-03 06:54:00,SR-1951538,Priority 3,Fatima Patel,ACCOPS,VPN,VPN issue reported by Fatima Patel,In Progress,,,Medium,5000
2025-05-15 02:07:00,SR-1987333,Priority 4,George Iyer,Facilities,Transport,Transport issue reported by George Iyer,Open,,,Critical,10000
2025-04-27 10:54:00,SR-1981238,Priority 2,David Sharma,HR,Payroll,Payroll issue reported by David Sharma,Open,,,Medium,3000
2025-02-25 02:13:00,INC-1920039,Priority 1,Anjali Sharma,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Sharma,In Progress,,,Low,1000
2025-07-24 02:47:00,SR-1978724,Priority 3,David Patel,Network,Bandwidth,Bandwidth issue reported by David Patel,Closed,2025-07-28 04:09:12,97.37,Critical,10000
2025-03-20 11:22:00,INC-1990050,Priority 2,Sadhana Iyer,ACCOPS,Token Reset,Token Reset issue reported by Sadhana Iyer,Open,,,High,500
2025-07-26 23:55:00,INC-1999130,Priority 1,Sadhana Fernandes,Network,Connectivity,Connectivity issue reported by Sadhana Fernandes,Closed,2025-07-31 12:26:48,108.53,Medium,10000
2025-05-07 21:55:00,SR-1908846,Priority 3,Ravi Patel,IT Support,Laptop Issue,Laptop Issue issue reported by Ravi Patel,Closed,2025-05-08 12:15:24,14.34,Low,5000
2025-03-17 18:17:00,INC-1962475,Priority 4,Alfarhan Dubey,Finance,Invoice,Invoice issue reported by Alfarhan Dubey,Closed,2025-03-18 03:51:12,9.57,Medium,5000
2025-05-14 09:48:00,INC-1986836,Priority 4,Kunal Sharma,HR,Payroll,Payroll issue reported by Kunal Sharma,In Progress,,,Critical,5000
2025-05-09 04:07:00,INC-1975476,Priority 3,Alfarhan Singh,Facilities,Transport,Transport issue reported by Alfarhan Singh,In Progress,,,Low,1000
2025-07-13 03:02:00,SR-1928529,Priority 3,David Khan,Facilities,Seating,Seating issue reported by David Khan,Closed,2025-07-15 23:19:24,68.29,Low,5000
2025-07-14 13:01:00,SR-1961300,Priority 2,Anjali Demilian,HR,Compliance,Compliance issue reported by Anjali Demilian,Open,,,Low,1000
2025-07-13 20:17:00,INC-1963850,Priority 2,Neha Khan,Network,Connectivity,Connectivity issue reported by Neha Khan,In Progress,,,High,3000
2025-04-01 12:03:00,SR-1940117,Priority 3,Alfarhan Wilson,Finance,Expense Claim,Expense Claim issue reported by Alfarhan Wilson,In Progress,,,Critical,200
2025-02-12 01:03:00,SR-1937324,Priority 3,Ravi Demilian,Facilities,Transport,Transport issue reported by Ravi Demilian,Closed,2025-02-12 10:00:36,8.96,Low,500
2025-05-31 11:35:00,INC-1975575,Priority 1,Ravi Khan,Facilities,Seating,Seating issue reported by Ravi Khan,Closed,2025-06-01 06:05:36,18.51,High,5000
2025-02-25 16:11:00,INC-1992250,Priority 4,Sadhana Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Dubey,Pending,,,Medium,5000
2025-05-05 07:09:00,SR-1996920,Priority 3,Priya Singh,IT Support,Email Access,Email Access issue reported by Priya Singh,Closed,2025-05-07 15:35:24,56.44,Low,1000
2025-07-03 20:43:00,SR-1953935,Priority 3,Fatima Patel,IT Support,Software Install,Software Install issue reported by Fatima Patel,Pending,,,High,5000
2025-07-12 14:06:00,SR-1981927,Priority 4,Ravi Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Ravi Khan,Closed,2025-07-15 09:19:12,67.22,High,1000
2025-06-28 13:39:00,SR-1972267,Priority 4,Kunal Singh,Facilities,Transport,Transport issue reported by Kunal Singh,Closed,2025-07-02 13:19:48,95.68,Low,1000
2025-05-24 16:10:00,INC-1947325,Priority 2,David Demilian,Finance,Budget Request,Budget Request issue reported by David Demilian,In Progress,,,Critical,500
2025-02-01 21:04:00,SR-1964473,Priority 1,Anjali Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Anjali Patel,In Progress,,,High,10000
2025-06-19 10:23:00,INC-1978705,Priority 4,Fatima Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Patel,Pending,,,Medium,10000
2025-02-08 22:02:00,INC-1925078,Priority 2,Sadhana Wilson,Facilities,Transport,Transport issue reported by Sadhana Wilson,In Progress,,,Medium,3000
2025-06-12 01:22:00,INC-1906488,Priority 2,Neha Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by Neha Dubey,Open,,,Critical,500
2025-02-07 03:11:00,SR-1981097,Priority 2,David Dubey,Facilities,Cafeteria,Cafeteria issue reported by David Dubey,In Progress,,,Critical,200
2025-07-06 11:13:00,SR-1998637,Priority 3,Neha Fernandes,Facilities,Cafeteria,Cafeteria issue reported by Neha Fernandes,Open,,,Low,1000
2025-05-19 10:25:00,INC-1930389,Priority 1,Fatima Verma,IT Support,Laptop Issue,Laptop Issue issue reported by Fatima Verma,Open,,,Low,200
2025-05-29 22:33:00,INC-1950085,Priority 3,David Demilian,Facilities,Transport,Transport issue reported by David Demilian,In Progress,,,High,1000
2025-02-24 12:51:00,INC-1977520,Priority 4,George Sharma,Finance,Budget Request,Budget Request issue reported by George Sharma,Pending,,,Low,1000
2025-03-08 08:34:00,SR-1951506,Priority 4,George Singh,HR,Compliance,Compliance issue reported by George Singh,In Progress,,,Low,3000
2025-07-11 08:04:00,INC-1930481,Priority 3,Kunal Fernandes,Finance,Expense Claim,Expense Claim issue reported by Kunal Fernandes,In Progress,,,Medium,10000
2025-04-02 08:43:00,SR-1941676,Priority 1,Priya Sharma,ACCOPS,VPN,VPN issue reported by Priya Sharma,Pending,,,Medium,5000
2025-04-10 23:03:00,INC-1905950,Priority 2,Priya Sharma,Facilities,Cafeteria,Cafeteria issue reported by Priya Sharma,Closed,2025-04-14 11:46:48,84.73,Low,500
2025-07-25 07:05:00,SR-1966692,Priority 4,Kunal Verma,Network,Firewall,Firewall issue reported by Kunal Verma,Open,,,Low,500
2025-03-14 10:05:00,SR-1962079,Priority 1,Kunal Wilson,ACCOPS,Token Reset,Token Reset issue reported by Kunal Wilson,Closed,2025-03-14 12:14:36,2.16,Medium,200
2025-07-16 21:43:00,SR-1917362,Priority 2,David Sharma,ACCOPS,VPN,VPN issue reported by David Sharma,In Progress,,,Low,200
2025-06-20 09:30:00,INC-1917556,Priority 3,David Singh,Network,Firewall,Firewall issue reported by David Singh,In Progress,,,Low,3000
2025-05-21 01:17:00,SR-1985796,Priority 2,Fatima Demilian,LM Onboarding,New joinee queries,New joinee queries issue reported by Fatima Demilian,Closed,2025-05-22 14:11:36,36.91,Low,1000
2025-03-11 13:34:00,INC-1919378,Priority 4,Alfarhan Iyer,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Iyer,Pending,,,Critical,3000
2025-02-26 01:32:00,SR-1998518,Priority 2,Alfarhan Iyer,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Iyer,In Progress,,,Low,500
2025-06-28 12:50:00,INC-1987556,Priority 2,Kunal Khan,HR,Payroll,Payroll issue reported by Kunal Khan,Closed,2025-07-01 16:20:36,75.51,Low,5000
2025-03-15 17:49:00,INC-1904646,Priority 2,David Khan,Finance,Expense Claim,Expense Claim issue reported by David Khan,Closed,2025-03-16 03:15:24,9.44,Medium,200
2025-07-27 16:35:00,INC-1969486,Priority 4,Neha Sharma,ACCOPS,VPN,VPN issue reported by Neha Sharma,Closed,2025-07-31 16:02:00,95.45,Low,5000
2025-07-08 02:46:00,SR-1966111,Priority 3,Alfarhan Patel,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Patel,In Progress,,,Low,1000
2025-06-21 04:37:00,SR-1919221,Priority 4,Neha Singh,Facilities,Seating,Seating issue reported by Neha Singh,Closed,2025-06-24 23:55:00,91.3,Low,5000
2025-07-17 12:48:00,SR-1995425,Priority 2,David Dubey,LM Onboarding,Resource Extension,Resource Extension issue reported by David Dubey,Closed,2025-07-21 06:21:36,89.56,Critical,10000
2025-03-17 06:03:00,SR-1907966,Priority 1,Fatima Fernandes,Network,Connectivity,Connectivity issue reported by Fatima Fernandes,Closed,2025-03-21 05:18:36,95.26,Medium,10000
2025-07-03 10:49:00,SR-1910788,Priority 3,Ravi Iyer,ACCOPS,VPN,VPN issue reported by Ravi Iyer,Closed,2025-07-04 15:04:36,28.26,High,200
2025-04-04 09:46:00,INC-1928358,Priority 4,Sadhana Singh,Facilities,Seating,Seating issue reported by Sadhana Singh,In Progress,,,High,5000
2025-02-06 02:50:00,SR-1985594,Priority 2,Fatima Demilian,IT Support,Software Install,Software Install issue reported by Fatima Demilian,In Progress,,,High,500
2025-02-28 15:50:00,INC-1964282,Priority 2,Anjali Demilian,Facilities,Seating,Seating issue reported by Anjali Demilian,In Progress,,,Low,500
2025-07-14 01:19:00,SR-1900434,Priority 4,Neha Dubey,IT Support,Email Access,Email Access issue reported by Neha Dubey,In Progress,,,Medium,3000
2025-07-21 21:45:00,INC-1991296,Priority 2,Priya Patel,IT Support,Software Install,Software Install issue reported by Priya Patel,Pending,,,Low,5000
2025-02-09 12:50:00,SR-1945738,Priority 4,Kunal Verma,ACCOPS,Token Reset,Token Reset issue reported by Kunal Verma,Pending,,,Low,200
2025-05-21 05:29:00,SR-1991824,Priority 3,Sadhana Sharma,Facilities,Cafeteria,Cafeteria issue reported by Sadhana Sharma,Pending,,,Low,3000
2025-04-14 07:11:00,INC-1994610,Priority 3,Fatima Dubey,ACCOPS,VPN,VPN issue reported by Fatima Dubey,In Progress,,,High,5000
2025-02-13 23:50:00,INC-1914430,Priority 2,Alfarhan Singh,Facilities,Cafeteria,Cafeteria issue reported by Alfarhan Singh,Pending,,,High,1000
2025-04-21 23:51:00,INC-1908938,Priority 2,Ravi Wilson,LM Onboarding,New joinee queries,New joinee queries issue reported by Ravi Wilson,Open,,,Low,500
2025-07-29 04:45:00,INC-1998762,Priority 4,Kunal Singh,ACCOPS,Account Access,Account Access issue reported by Kunal Singh,Open,,,High,200
2025-06-28 05:42:00,SR-1932154,Priority 3,Fatima Iyer,HR,Leave Policy,Leave Policy issue reported by Fatima Iyer,Open,,,Critical,200
2025-04-23 18:22:00,SR-1911448,Priority 1,Anjali Patel,ACCOPS,Token Reset,Token Reset issue reported by Anjali Patel,Open,,,Medium,5000
2025-07-15 06:00:00,INC-1921995,Priority 4,David Wilson,HR,Payroll,Payroll issue reported by David Wilson,Open,,,High,5000
2025-04-16 18:07:00,SR-1929792,Priority 2,David Patel,HR,Compliance,Compliance issue reported by David Patel,In Progress,,,Medium,5000
2025-02-25 11:59:00,INC-1919653,Priority 2,Kunal Sharma,ACCOPS,VPN,VPN issue reported by Kunal Sharma,Pending,,,Medium,200
2025-06-30 06:10:00,SR-1949641,Priority 1,George Dubey,Network,Bandwidth,Bandwidth issue reported by George Dubey,In Progress,,,Low,5000
2025-06-03 03:36:00,INC-1925442,Priority 4,George Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by George Fernandes,Open,,,Critical,500
2025-04-11 00:04:00,INC-1950013,Priority 2,Kunal Khan,Network,Bandwidth,Bandwidth issue reported by Kunal Khan,Open,,,Low,500
2025-05-24 21:35:00,INC-1962154,Priority 1,Fatima Sharma,Network,Firewall,Firewall issue reported by Fatima Sharma,Closed,2025-05-25 10:24:48,12.83,Low,200
2025-02-11 01:13:00,SR-1945488,Priority 1,Fatima Wilson,IT Support,Laptop Issue,Laptop Issue issue reported by Fatima Wilson,Open,,,High,3000
2025-05-18 05:16:00,SR-1956583,Priority 4,Alfarhan Iyer,Finance,Invoice,Invoice issue reported by Alfarhan Iyer,Pending,,,Low,500
2025-07-03 06:50:00,SR-1959885,Priority 2,Sadhana Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Sadhana Khan,Pending,,,High,1000
2025-02-17 15:30:00,INC-1905432,Priority 3,Sadhana Patel,LM Onboarding,New joinee queries,New joinee queries issue reported by Sadhana Patel,In Progress,,,Critical,3000
2025-04-24 04:34:00,SR-1962899,Priority 4,Priya Wilson,Network,Firewall,Firewall issue reported by Priya Wilson,Closed,2025-04-25 12:13:00,31.65,Low,10000
2025-03-01 15:29:00,SR-1963502,Priority 3,Sadhana Sharma,Facilities,Seating,Seating issue reported by Sadhana Sharma,In Progress,,,Critical,500
2025-06-12 06:29:00,SR-1974751,Priority 2,Priya Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Priya Singh,Open,,,Critical,5000
2025-05-11 16:01:00,INC-1953695,Priority 3,Priya Demilian,ACCOPS,Token Reset,Token Reset issue reported by Priya Demilian,Open,,,Medium,1000
2025-05-12 11:52:00,SR-1959371,Priority 1,Neha Iyer,IT Support,Software Install,Software Install issue reported by Neha Iyer,In Progress,,,Low,5000
2025-04-11 06:09:00,INC-1994181,Priority 3,George Dubey,IT Support,Email Access,Email Access issue reported by George Dubey,Pending,,,High,10000
2025-04-29 16:06:00,INC-1989167,Priority 1,Kunal Dubey,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Dubey,Closed,2025-05-04 08:27:00,112.35,Low,1000
2025-05-18 13:02:00,SR-1943451,Priority 2,Sadhana Patel,Network,Bandwidth,Bandwidth issue reported by Sadhana Patel,Closed,2025-05-22 08:47:36,91.76,Critical,1000
2025-05-18 08:13:00,INC-1999255,Priority 4,Neha Sharma,IT Support,Laptop Issue,Laptop Issue issue reported by Neha Sharma,Open,,,Medium,200
2025-06-08 23:44:00,INC-1981276,Priority 3,Priya Patel,ACCOPS,VPN,VPN issue reported by Priya Patel,Closed,2025-06-10 18:30:12,42.77,Low,5000
2025-07-13 12:10:00,SR-1964308,Priority 2,Ravi Demilian,IT Support,Software Install,Software Install issue reported by Ravi Demilian,Open,,,Critical,10000
2025-06-25 12:37:00,SR-1931249,Priority 1,Sadhana Sharma,HR,Compliance,Compliance issue reported by Sadhana Sharma,Open,,,Critical,5000
2025-04-13 15:27:00,INC-1952005,Priority 2,Sadhana Verma,Facilities,Seating,Seating issue reported by Sadhana Verma,In Progress,,,High,3000
2025-02-25 04:31:00,INC-1981103,Priority 4,Kunal Sharma,Finance,Budget Request,Budget Request issue reported by Kunal Sharma,Closed,2025-02-26 12:44:48,32.23,Low,3000
2025-05-07 01:59:00,SR-1908893,Priority 2,Ravi Iyer,IT Support,Email Access,Email Access issue reported by Ravi Iyer,Pending,,,Critical,5000
2025-06-06 13:29:00,SR-1922850,Priority 3,Anjali Demilian,HR,Compliance,Compliance issue reported by Anjali Demilian,Open,,,Critical,3000
2025-07-02 17:02:00,SR-1984536,Priority 3,Priya Demilian,Facilities,Seating,Seating issue reported by Priya Demilian,In Progress,,,Critical,10000
2025-02-20 08:49:00,INC-1941159,Priority 4,Sadhana Verma,Finance,Expense Claim,Expense Claim issue reported by Sadhana Verma,In Progress,,,High,500
2025-07-15 11:59:00,SR-1995021,Priority 4,Ravi Fernandes,Network,Firewall,Firewall issue reported by Ravi Fernandes,Pending,,,Low,500
2025-07-27 08:06:00,SR-1950754,Priority 3,Ravi Iyer,LM Onboarding,New joinee queries,New joinee queries issue reported by Ravi Iyer,Open,,,Medium,10000
2025-04-17 13:04:00,INC-1970066,Priority 1,Priya Verma,IT Support,Email Access,Email Access issue reported by Priya Verma,Closed,2025-04-21 21:52:00,104.8,Medium,1000
2025-07-23 04:43:00,SR-1940206,Priority 4,Kunal Dubey,HR,Compliance,Compliance issue reported by Kunal Dubey,Pending,,,Medium,200
2025-03-12 00:10:00,INC-1984835,Priority 4,Kunal Fernandes,LM Onboarding,New joinee queries,New joinee queries issue reported by Kunal Fernandes,Closed,2025-03-16 03:20:12,99.17,Critical,200
2025-02-10 08:35:00,INC-1969020,Priority 1,George Dubey,Finance,Invoice,Invoice issue reported by George Dubey,Open,,,Medium,10000
2025-03-02 09:47:00,SR-1991844,Priority 3,David Khan,ACCOPS,VPN,VPN issue reported by David Khan,Pending,,,Medium,10000
2025-05-30 08:06:00,INC-1950399,Priority 4,Neha Fernandes,Facilities,Seating,Seating issue reported by Neha Fernandes,Pending,,,Low,500
2025-03-10 00:47:00,SR-1937021,Priority 2,Priya Sharma,Facilities,Cafeteria,Cafeteria issue reported by Priya Sharma,Closed,2025-03-10 21:41:36,20.91,Critical,500
2025-04-12 08:28:00,SR-1944642,Priority 4,Neha Demilian,Network,Connectivity,Connectivity issue reported by Neha Demilian,In Progress,,,Critical,10000
2025-02-24 23:50:00,INC-1980621,Priority 2,Sadhana Sharma,Finance,Budget Request,Budget Request issue reported by Sadhana Sharma,Closed,2025-03-01 09:59:00,106.15,High,500
2025-03-28 21:30:00,INC-1963531,Priority 1,Anjali Iyer,ACCOPS,Token Reset,Token Reset issue reported by Anjali Iyer,Closed,2025-04-01 14:33:36,89.06,Critical,1000
2025-04-16 12:56:00,INC-1914453,Priority 4,Alfarhan Singh,LM Onboarding,Resource Extension,Resource Extension issue reported by Alfarhan Singh,Closed,2025-04-21 06:59:36,114.06,High,5000
2025-04-19 03:12:00,SR-1993128,Priority 1,Fatima Verma,ACCOPS,Token Reset,Token Reset issue reported by Fatima Verma,Open,,,Medium,200
2025-04-05 04:34:00,INC-1949249,Priority 1,George Singh,ACCOPS,Account Access,Account Access issue reported by George Singh,Open,,,Medium,200
2025-05-08 16:23:00,INC-1938034,Priority 1,David Khan,LM Onboarding,New joinee queries,New joinee queries issue reported by David Khan,In Progress,,,High,10000
2025-02-02 05:45:00,INC-1930573,Priority 1,Sadhana Demilian,Facilities,Seating,Seating issue reported by Sadhana Demilian,Closed,2025-02-04 02:16:12,44.52,Medium,3000
2025-07-27 12:46:00,INC-1902885,Priority 3,Anjali Khan,ACCOPS,Token Reset,Token Reset issue reported by Anjali Khan,In Progress,,,Medium,500
2025-07-09 01:17:00,SR-1904122,Priority 1,Anjali Sharma,HR,Compliance,Compliance issue reported by Anjali Sharma,In Progress,,,Low,200
2025-05-08 13:24:00,SR-1995013,Priority 2,Priya Iyer,Facilities,Transport,Transport issue reported by Priya Iyer,Closed,2025-05-10 21:57:00,56.55,Critical,3000
2025-03-02 23:45:00,INC-1937801,Priority 2,David Dubey,Finance,Budget Request,Budget Request issue reported by David Dubey,Open,,,Low,200
2025-03-02 05:59:00,SR-1914045,Priority 1,Sadhana Fernandes,ACCOPS,Account Access,Account Access issue reported by Sadhana Fernandes,In Progress,,,Medium,200
2025-06-18 02:16:00,SR-1954920,Priority 2,Ravi Demilian,Network,Bandwidth,Bandwidth issue reported by Ravi Demilian,In Progress,,,Medium,5000
2025-06-01 08:47:00,SR-1955895,Priority 4,Fatima Khan,LM Onboarding,Resource Extension,Resource Extension issue reported by Fatima Khan,Pending,,,High,3000
2025-02-10 23:54:00,SR-1954642,Priority 4,Neha Iyer,Finance,Invoice,Invoice issue reported by Neha Iyer,Open,,,High,500
2025-04-21 05:52:00,INC-1978233,Priority 1,Neha Dubey,HR,Compliance,Compliance issue reported by Neha Dubey,Closed,2025-04-23 23:50:12,65.97,Medium,5000
2025-03-28 16:24:00,SR-1925785,Priority 1,Ravi Sharma,HR,Leave Policy,Leave Policy issue reported by Ravi Sharma,Pending,,,Medium,3000
2025-06-29 22:05:00,SR-1925871,Priority 3,George Verma,Finance,Budget Request,Budget Request issue reported by George Verma,Pending,,,Low,3000
2025-07-18 18:02:00,INC-1969562,Priority 1,George Dubey,Finance,Invoice,Invoice issue reported by George Dubey,In Progress,,,Medium,5000
2025-05-16 00:03:00,SR-1992114,Priority 3,Sadhana Wilson,IT Support,Software Install,Software Install issue reported by Sadhana Wilson,Pending,,,Critical,3000
2025-07-21 06:04:00,SR-1976777,Priority 2,Kunal Verma,Network,Firewall,Firewall issue reported by Kunal Verma,Closed,2025-07-23 19:05:12,61.02,High,200
2025-06-02 10:04:00,SR-1991516,Priority 1,George Iyer,Facilities,Seating,Seating issue reported by George Iyer,Open,,,Critical,10000
2025-06-01 19:36:00,SR-1994290,Priority 3,Neha Sharma,Finance,Invoice,Invoice issue reported by Neha Sharma,In Progress,,,Low,200
2025-04-13 10:23:00,SR-1975218,Priority 2,David Patel,IT Support,Email Access,Email Access issue reported by David Patel,Pending,,,Low,10000
2025-04-02 02:44:00,SR-1901160,Priority 1,Sadhana Iyer,HR,Compliance,Compliance issue reported by Sadhana Iyer,Pending,,,Low,1000
2025-07-25 23:50:00,SR-1903244,Priority 1,Anjali Sharma,Facilities,Seating,Seating issue reported by Anjali Sharma,Open,,,High,200
2025-06-19 05:43:00,INC-1907302,Priority 2,George Iyer,Finance,Expense Claim,Expense Claim issue reported by George Iyer,Pending,,,Low,3000
2025-02-07 06:28:00,INC-1999556,Priority 2,Anjali Verma,LM Onboarding,Resource Extension,Resource Extension issue reported by Anjali Verma,Closed,2025-02-10 04:55:36,70.46,Critical,3000
2025-04-14 01:36:00,INC-1913947,Priority 1,Kunal Iyer,IT Support,Email Access,Email Access issue reported by Kunal Iyer,Open,,,High,10000
2025-05-01 05:29:00,SR-1990529,Priority 1,George Khan,IT Support,Email Access,Email Access issue reported by George Khan,Pending,,,Medium,200
2025-03-19 22:10:00,INC-1900415,Priority 3,Anjali Singh,Facilities,Seating,Seating issue reported by Anjali Singh,In Progress,,,Critical,10000
2025-05-28 16:49:00,INC-1916013,Priority 4,Anjali Patel,HR,Payroll,Payroll issue reported by Anjali Patel,Closed,2025-06-02 10:54:24,114.09,Critical,500
2025-03-17 14:58:00,INC-1957723,Priority 3,Alfarhan Khan,IT Support,Laptop Issue,Laptop Issue issue reported by Alfarhan Khan,Open,,,Critical,10000
2025-05-17 02:37:00,SR-1908240,Priority 2,George Iyer,HR,Leave Policy,Leave Policy issue reported by George Iyer,Closed,2025-05-21 13:10:36,106.56,Critical,1000
2025-06-13 03:53:00,INC-1973929,Priority 1,Sadhana Verma,HR,Leave Policy,Leave Policy issue reported by Sadhana Verma,Open,,,Low,3000
2025-04-02 15:16:00,INC-1953423,Priority 1,Kunal Singh,Facilities,Seating,Seating issue reported by Kunal Singh,In Progress,,,Medium,200
2025-02-24 05:47:00,INC-1928617,Priority 1,Neha Dubey,Network,Bandwidth,Bandwidth issue reported by Neha Dubey,Pending,,,High,500
2025-07-24 08:29:00,INC-1998047,Priority 4,Anjali Dubey,Finance,Expense Claim,Expense Claim issue reported by Anjali Dubey,In Progress,,,Low,3000
